"CODINST","NOMBREINSTITUCION","CODIGOMUNICIPIO","NOMBREMUNICIPIO","DEPARTAMENTO","CALENDARIO","NATURALEZA","JORNADA","EVALUADOS","PROMLECTURACRITICA","PROMMATEMATICA","PROMSOCIALESYCIUDADANAS","PROMCIENCIASNATURALES","PROMINGLES","PROMRAZONAMIENTOCUANTITA","PROMCOMPETENCIASCIUDADAN"
36277,"SEDE JOHN F KENNEDY",19001,"POPAYAN","CAUCA","A","OFICIAL","NOCHE",12,43.67,44.92,47.08,45.5,49.25,43.92,46.42
85506,"GIMN JUVENIL SANTA CATALINA",11001,"BOGOTÁ D.C.","BOGOTA","A","NO OFICIAL","NOCHE",9,47.78,44.56,46.56,40.11,42.44,46.67,45.78
148528,"ESCUELA RURAL BRUSELAS",25843,"UBATE","CUNDINAMARCA","A","OFICIAL","SABATINA - DOMINICAL",1,56,53,59,65,49,62,58
135475,"COL GENTE UNIDA JOVENES POR LA PAZ - LUZ DE ORIENTE",5001,"MEDELLIN","ANTIOQUIA","A","NO OFICIAL","MAÑANA",22,42.82,38.73,40.59,33.41,41.77,40.59,42.73
17723,"INSTITUTO TÉCNICO INDUSTRIAL SAN JUAN BOSCO",76001,"CALI","VALLE","B","NO OFICIAL","COMPLETA U ORDINARIA",64,58.09,64.77,60.23,63.13,57.89,65.98,59.05
83964,"COL TRIANGULO PATIO BONITO",11001,"BOGOTÁ D.C.","BOGOTA","A","NO OFICIAL","NOCHE",44,48.23,49.61,46.7,47.11,46.2,50.16,46.73
179325,"INSTITUTO EDUCATIVO ALBERTO QUIJANO VODNIZA - SEDE PRINCIPAL",52001,"PASTO","NARIÑO","A","NO OFICIAL","MAÑANA",11,48.45,47.64,47,51.64,46.55,48.91,48.36
156471,"INST FERRINI - SEDE CALASANZ",5001,"MEDELLIN","ANTIOQUIA","A","NO OFICIAL","SABATINA - DOMINICAL",1,65,62,66,50,53,69,60
156091,"COL. ANGLOHISPANO - SEDE PRINCIPAL",17001,"MANIZALES","CALDAS","B","NO OFICIAL","COMPLETA U ORDINARIA",27,58.78,58.04,56.63,60.3,71.81,58.52,57.07
88575,"COL CENT DE PROMOCION SAN JOSE",11001,"BOGOTÁ D.C.","BOGOTA","A","NO OFICIAL","SABATINA - DOMINICAL",13,45.77,47.23,47.62,43.62,45.08,49.77,46.38
167205,"INST.  COLOMBO VENEZOLANO",68547,"PIEDECUESTA","SANTANDER","A","NO OFICIAL","MAÑANA",55,45.05,43.95,41,39.44,45.47,45.42,41.49
121939,"COLEGIO SAN JOSE - BARRIO CHAMPAGNAT",76001,"CALI","VALLE","B","NO OFICIAL","COMPLETA U ORDINARIA",26,60.42,56.23,60.08,57.27,58.65,57.23,59.12
17061,"COLEGIO LACORDAIRE",76001,"CALI","VALLE","B","NO OFICIAL","COMPLETA U ORDINARIA",44,61.61,68.55,64.41,69.91,67,70.55,63.36
14506,"UNION SINDICAL OBRERA  USO",68081,"BARRANCABERMEJA","SANTANDER","A","NO OFICIAL","NOCHE",18,44.89,43.89,42.83,42.5,43.11,45.44,43.06
112078,"COL BILINGÜE LANCASTER",76001,"CALI","VALLE","B","NO OFICIAL","COMPLETA U ORDINARIA",31,55.42,54.55,56.55,56.29,62.68,54.97,56.19
179184,"FUNDACIÓN SANTO TOMAS DE AQUINO - FUSANTEC - SEDE PRINCIPAL",11001,"BOGOTÁ D.C.","BOGOTA","A","NO OFICIAL","SABATINA - DOMINICAL",13,48.31,46.69,50.54,45.08,45.54,47.77,50.23
22574,"GIMN FEMENINO",11001,"BOGOTÁ D.C.","BOGOTA","B","NO OFICIAL","COMPLETA U ORDINARIA",45,71.11,73.78,73.18,71.91,86.22,75.29,69.42
91082,"COL CENCOSISTEMAS",11001,"BOGOTÁ D.C.","BOGOTA","A","NO OFICIAL","MAÑANA",11,49.27,46.55,50.55,47.55,46.45,45.36,49.36
136788,"COLEGIO NUEVO MUNDO - SEDE PRINCIPAL",68276,"FLORIDABLANCA","SANTANDER","A","NO OFICIAL","SABATINA - DOMINICAL",11,51.91,49.73,50.73,47.55,45.27,48.09,52.55
141424,"CENTRO EDUCATIVO SURAMERICANO - SEDE PRINCIPAL",11001,"BOGOTÁ D.C.","BOGOTA","A","NO OFICIAL","SABATINA - DOMINICAL",3,31.33,42.67,37.67,38,45.33,42,39.33
104794,"INSTITUTO EDUCATIVO COMERCIAL INEC",25754,"SOACHA","CUNDINAMARCA",NA,"NO OFICIAL","NOCHE",25,48.6,46.16,46.08,46.92,44.56,48.96,46.68
135111,"COL. BOSTON C.L.E.I.",25290,"FUSAGASUGA","CUNDINAMARCA","A","NO OFICIAL","NOCHE",15,45.13,45.33,42.6,42.4,44.27,46.13,43.13
129502,"INTERNATIONAL BERCKLEY SCHOOL",8573,"PUERTO COLOMBIA","ATLANTICO","B","NO OFICIAL","COMPLETA U ORDINARIA",33,61.58,65.42,65.18,66.88,83,66.55,65.67
124032,"LIC ANGLO DEL VALLE",76001,"CALI","VALLE","B","NO OFICIAL","MAÑANA",46,54.52,53.8,55.13,56.96,59.93,54.2,54.57
164483,"POLITECNICO MAYOR ANDINO",11001,"BOGOTÁ D.C.","BOGOTA","A","NO OFICIAL","SABATINA - DOMINICAL",3,51.67,51.33,49.67,44,46,53.33,51.67
100602,"COLEGIO CREAD",76001,"CALI","VALLE","B","NO OFICIAL","MAÑANA",11,47.36,48,51.45,52.82,48.45,49.27,50.73
190744,"LICEO GALILEO GALILEI",76001,"CALI","VALLE","B","NO OFICIAL","COMPLETA U ORDINARIA",8,46.25,42.75,42.88,50.25,51.25,43,46.63
88591,"INSTITUTO GERWILL - SEDE PRINCIPAL",11001,"BOGOTÁ D.C.","BOGOTA","A","NO OFICIAL","NOCHE",97,47.56,46.29,46.88,45.38,45.61,46.6,47.35
179291,"COLEGIO CRISTIANO EL SHADDAI - SEDE PRINCIPAL",8001,"BARRANQUILLA","ATLANTICO","B","NO OFICIAL","COMPLETA U ORDINARIA",8,53.5,46.25,52.88,48.25,59.75,46.13,51.88
53058,"LA PRESENTACION EL PARAISO",76001,"CALI","VALLE","B","NO OFICIAL","COMPLETA U ORDINARIA",56,55.21,51.5,54.73,55.95,52.64,52.95,54.41
143941,"COL TERESIANO DE PALMIRA - SEDE PRINCIPAL",76520,"PALMIRA","VALLE","B","NO OFICIAL","COMPLETA U ORDINARIA",3,49.67,49.67,54.33,49,55.33,51,53.33
88294,"COL NUESTRA SEÐORA DEL ROSARIO",23162,"CERETE","CORDOBA","A","NO OFICIAL","MAÑANA",1,35,37,12,17,41,43,18
74484,"COL TRIANGULO RESTREPO - SEDE PRINCIPAL",11001,"BOGOTÁ D.C.","BOGOTA","A","NO OFICIAL","NOCHE",34,49.24,50.03,50.53,53.32,47.65,50.41,50.74
79533,"CENCAL",5001,"MEDELLIN","ANTIOQUIA","A","NO OFICIAL","SABATINA - DOMINICAL",80,43.94,43.63,43.7,37.89,43.99,44.88,43.7
4036,"INSTITUCION EDUCATIVA TECNICA AGROINDUSTRIAL ORIENTAL",8685,"SANTO TOMAS","ATLANTICO","A","OFICIAL","TARDE",1,38,34,38,41,41,32,34
156331,"FUND COL SAN JUAN DEL CAMINO",25175,"CHIA","CUNDINAMARCA","B","NO OFICIAL","COMPLETA U ORDINARIA",11,61,62.36,65.09,63.55,80,63.27,63.36
7070,"REAL COL SAN FRANCISCO DE ASIS",19001,"POPAYAN","CAUCA","B","NO OFICIAL","MAÑANA",56,60.04,63.96,63,63.11,58.89,64.98,63.39
114801,"COL INST INSCAP SEDE FERIAS",11001,"BOGOTÁ D.C.","BOGOTA","A","NO OFICIAL","SABATINA - DOMINICAL",43,47.79,45.63,47.21,45.79,45.77,46.51,47
156976,"INSTITUCIÓN EDUCATIVA ATANASIO GIRARDOT",17001,"MANIZALES","CALDAS","A","OFICIAL","NOCHE",2,45,45,36.5,36,42.5,47,34.5
128736,"COL SANTA TERESITA",76520,"PALMIRA","VALLE","B","NO OFICIAL","MAÑANA",16,49.06,47.25,48.5,48.5,47.5,49.38,48.13
164574,"SAINT GEORGE SCHOOL - SAN JORGE - SEDE PRINCIPAL",66001,"PEREIRA","RISARALDA","B","NO OFICIAL","COMPLETA U ORDINARIA",12,55.08,54.5,57.17,54.33,63.58,58.33,57.5
111195,"CENTRO EDUCATIVO DE ADULTOS CEAM - SEDE PRINCIPAL",25175,"CHIA","CUNDINAMARCA","A","NO OFICIAL","NOCHE",55,44.85,45.84,44.98,44.45,44.24,46.29,46.49
16402,"I.E.T. NUESTRA SEÑORA DE LOURDES - SEDE PRINCIPAL",73411,"LIBANO","TOLIMA","A","OFICIAL","MAÑANA",29,52.9,52.38,53.62,55.86,49.34,53.45,52.17
111658,"COL CALATRAVA - SEDE PRINCIPAL",11001,"BOGOTÁ D.C.","BOGOTA","B","NO OFICIAL","COMPLETA U ORDINARIA",15,69.6,73.67,68.93,73.33,75.4,77.53,61.93
75176,"COL EL PINAR",76001,"CALI","VALLE","B","NO OFICIAL","COMPLETA U ORDINARIA",15,54.8,54.47,59.2,56.2,58.6,55.53,55.87
164160,"IE EL PITAL",66001,"PEREIRA","RISARALDA","A","OFICIAL","SABATINA - DOMINICAL",19,41.37,41.68,40.37,39.74,42.63,40.84,41.21
55129,"COL LA QUINTA DEL PUENTE",68276,"FLORIDABLANCA","SANTANDER","B","NO OFICIAL","COMPLETA U ORDINARIA",14,73.21,84.93,76.86,84.71,89.93,88.29,70.93
95422,"INST ANDINO",11001,"BOGOTÁ D.C.","BOGOTA","A","NO OFICIAL","NOCHE",88,51.64,51.84,53.44,50.95,55.44,53.45,53.26
33001,"LIC NOCT JORGE ELIECER GAITAN AYALA",5088,"BELLO","ANTIOQUIA","A","OFICIAL","NOCHE",27,46,40.15,39.74,37.37,44.89,41.52,39.81
74476,"COL TRIANGULO CHAPINERO - SEDE PRINCIPAL",11001,"BOGOTÁ D.C.","BOGOTA","A","NO OFICIAL","NOCHE",49,47.73,50.2,49,47.73,47.45,51.45,48.45
26393,"COL PANAMERICANO",68276,"FLORIDABLANCA","SANTANDER","B","NO OFICIAL","COMPLETA U ORDINARIA",37,64.73,74.03,70.76,73.78,88.49,76.43,68.32
24463,"COL JEFFERSON",76892,"YUMBO","VALLE","B","NO OFICIAL","COMPLETA U ORDINARIA",76,68.66,72.11,72.28,72.12,88.16,74.72,69.37
91041,"COL CRISTIANO SEMILLA DE VIDA EDUCACION PARA ADULTOS",11001,"BOGOTÁ D.C.","BOGOTA","A","NO OFICIAL","NOCHE",6,49.83,49.5,49.33,52.5,51.5,52.33,48.67
156166,"GIMN ALESSANDRO VOLTA - SEDE PRINCIPAL",11001,"BOGOTÁ D.C.","BOGOTA","B","NO OFICIAL","COMPLETA U ORDINARIA",7,72.14,76.29,77.14,77.71,83,72.57,74
79095,"COL GUILLERMO LEON VALENCIA",19001,"POPAYAN","CAUCA","B","NO OFICIAL","MAÑANA",24,58.21,59.83,60.46,60.67,59.13,61.17,59.17
135137,"COL BOSTON",25899,"ZIPAQUIRA","CUNDINAMARCA","A","NO OFICIAL","NOCHE",5,44.6,40.6,46.6,38.4,50.2,42,46
189902,"INSTITUTO DE EDUCACION FORMAL CENTRO DE SISTEMAS - SEDE PRINCIPAL",5045,"APARTADO","ANTIOQUIA","A","NO OFICIAL","SABATINA - DOMINICAL",3,43.67,42.33,42.67,37.33,43.33,42,41.67
19471,"COL SAN CARLOS",11001,"BOGOTÁ D.C.","BOGOTA","B","NO OFICIAL","COMPLETA U ORDINARIA",105,72.93,82.98,78.95,78.37,88.42,85.3,72.7
76653,"INST.EDUC CONTINUA CONFAMILIARES SEDE A",17001,"MANIZALES","CALDAS","A","NO OFICIAL","NOCHE",89,45.99,44.63,46.49,42.83,45.11,44.29,46.42
63883,"LIC VAL (VIDA-AMOR-LUZ)",11001,"BOGOTÁ D.C.","BOGOTA","A","NO OFICIAL","COMPLETA U ORDINARIA",10,66.7,73.1,74.5,70.4,78.8,73.4,70.4
149625,"GABRIELA MISTRAL",76248,"EL CERRITO","VALLE","B","NO OFICIAL","TARDE",13,50.38,53.15,50.46,55.23,51.69,53.62,51.38
149476,"CORPÓRACION GIMNASIO ALEMÁN FRIENDRICH VON SCHILLER - SEDE PRINCIPAL",25126,"CAJICA","CUNDINAMARCA","B","NO OFICIAL","COMPLETA U ORDINARIA",11,63.73,64.27,71.64,68.09,78,67.55,66.09
66688,"CENT EDUC DIST SAN JOSE",11001,"BOGOTÁ D.C.","BOGOTA","A","OFICIAL","TARDE",1,56,64,62,69,47,64,59
84319,"LIC CAMPESTRE LA MISION",76892,"YUMBO","VALLE","B","NO OFICIAL","COMPLETA U ORDINARIA",24,60.13,57.54,60,60.29,63.79,59.96,59.58
97550,"COL EDUC FORMAL POR CICLOS ADULTOS COLOMBO BRITANICO",54001,"CUCUTA","NORTE SANTANDER","A","NO OFICIAL","NOCHE",16,49,48,48.75,45.5,46,47.19,48.69
123364,"BTO  SEMESTRALIZADO SINTEUCAUCA - SEDE PRINCIPAL",19001,"POPAYAN","CAUCA",NA,"NO OFICIAL","NOCHE",5,51,53.4,59.6,56.4,43.8,56,57
138388,"UNITECNICAS - SEDE PRINCIPAL",68307,"GIRON","SANTANDER","A","NO OFICIAL","NOCHE",21,47.43,51,49.38,49.14,45.48,51.95,49.33
73833,"INSTITUTO COMFAMILIAR - SEDE PRINCIPAL",66001,"PEREIRA","RISARALDA","A","NO OFICIAL","MAÑANA",10,44.5,45.4,44.6,44,45.1,46.3,45.4
189845,"IE NUESTRA SEÑORA DE FATIMA",76111,"BUGA","VALLE","A","OFICIAL","SABATINA - DOMINICAL",1,39,49,43,28,41,52,47
123109,"COL GIMN AMERICANO",11001,"BOGOTÁ D.C.","BOGOTA","A","NO OFICIAL","SABATINA - DOMINICAL",84,50.08,48.26,51.08,48.75,49.74,49.4,50.49
170621,"COLEGIO CAMPESTRE ANGLO HISPANO - SEDE PRINCIPAL",76001,"CALI","VALLE","B","NO OFICIAL","COMPLETA U ORDINARIA",15,63.53,62.73,65.2,65.27,80.07,63,63.47
175208,"INST IP EDUCANDO LA JUVENTUD FUTURO DE COLOMBIA",11001,"BOGOTÁ D.C.","BOGOTA","A","NO OFICIAL","SABATINA - DOMINICAL",13,48.46,44.08,50.54,49.77,47,43,50.46
62208,"COL MAYOR DE LOS ANDES - SEDE PRINCIPAL",25126,"CAJICA","CUNDINAMARCA","B","NO OFICIAL","COMPLETA U ORDINARIA",50,67.4,71.44,71.24,73.94,83.64,72.16,66.52
156299,"GIMN CAMP LOS CEREZOS",25126,"CAJICA","CUNDINAMARCA","B","NO OFICIAL","MAÑANA",21,64.81,70.1,70.14,73.1,87.52,71.29,67.1
13466,"IE CARLOTA SANCHEZ",66001,"PEREIRA","RISARALDA","A","OFICIAL","NOCHE",25,46.68,43.68,43.52,42.88,44.8,44.6,43.84
55988,"COL LOS NOGALES",11001,"BOGOTÁ D.C.","BOGOTA","B","NO OFICIAL","COMPLETA U ORDINARIA",62,74.53,85.69,78.48,79.5,91.53,87.1,73.61
17327,"INSTTIUCIÓN EDUCATIVA COLEGIO SAN JOSÉ REFUGIO",76001,"CALI","VALLE","B","NO OFICIAL","MAÑANA",29,56.93,55.76,57.62,57.14,55.72,56.79,55.31
174748,"CORPORACION EDUCATIVA DE SANTANDER - CORPESANDER - SEDE PRINCIPAL",68001,"BUCARAMANGA","SANTANDER","A","NO OFICIAL","MAÑANA",3,52,47.33,47.33,48.33,46,48.67,50
58727,"COLEGIO COMFANDI EL PRADO",76001,"CALI","VALLE","B","NO OFICIAL","MAÑANA",211,57.27,60.12,60.2,62.16,59.35,61.03,59.62
156760,"COLEGIO BOSTON (ANTIGUO COL EDUC SAN MATEO) - SEDE PRINCIPAL",11001,"BOGOTÁ D.C.","BOGOTA","A","NO OFICIAL","MAÑANA",15,48.33,47,50.53,47.2,48.2,47.93,49.2
130567,"COLEGIO BOSTON - SEDE PRINCIPAL",17174,"CHINCHINA","CALDAS","A","NO OFICIAL","MAÑANA",15,45.6,43.6,44.6,43.73,44.87,44.27,45.8
136523,"CENT ESTUDIOS OCUPACIONALES CEO",76520,"PALMIRA","VALLE","B","NO OFICIAL","MAÑANA",9,47.33,42.89,48.89,47,47.44,45.44,47.22
111203,"COL FUND EDUC FUNDETEC",25290,"FUSAGASUGA","CUNDINAMARCA","A","NO OFICIAL","MAÑANA",7,49.29,47.71,47.57,50.29,47,49.57,48.14
18721,"SEM DE CRISTO SACERDOTE",76520,"PALMIRA","VALLE","B","NO OFICIAL","COMPLETA U ORDINARIA",36,62.47,66.08,63.78,65.5,65.06,67.64,62.33
131797,"INST CAMILO TERREROS",76001,"CALI","VALLE","B","NO OFICIAL","SABATINA - DOMINICAL",1,61,48,54,56,50,48,52
94839,"LICEO LOS PINOS",76001,"CALI","VALLE","B","NO OFICIAL","SABATINA - DOMINICAL",24,46.54,44.08,44.71,39.79,44.67,45.83,46.08
74617,"FUNDACION LICEO COMERCIAL COMERCIAL CIUDAD EL BORDO",19532,"PATIA(EL BORDO)","CAUCA","B","NO OFICIAL","TARDE",7,52.71,50.71,50.57,48.71,50.86,52,48.71
175810,"COLEGIO TRIÁNGULO - SEDE PRINCIPAL",25899,"ZIPAQUIRA","CUNDINAMARCA","A","NO OFICIAL","SABATINA - DOMINICAL",5,43.8,45.6,48.2,45.8,45,48.2,46.2
137018,"COL  PRINCIPE SAN CARLOS",68001,"BUCARAMANGA","SANTANDER","A","NO OFICIAL","SABATINA - DOMINICAL",24,49.96,49.67,49.13,48.42,47.96,49.67,50.17
58610,"COL RICAURTE",76001,"CALI","VALLE","B","NO OFICIAL","COMPLETA U ORDINARIA",5,49.4,47.4,46.8,50.8,42.8,49.6,49
19364,"COL ANGLO COLOMBIANO",11001,"BOGOTÁ D.C.","BOGOTA","B","NO OFICIAL","COMPLETA U ORDINARIA",126,65.74,75.1,71.81,71.04,89.75,76.56,66.61
62455,"CORP. EDUC. COL. BRITANICO DE C/GENA.",13001,"CARTAGENA","BOLIVAR","B","NO OFICIAL","COMPLETA U ORDINARIA",33,68.48,73.85,72.97,74,85.42,76.33,69.3
170464,"COLEGIO TALENTOS - SEDE PRINCIPAL",11001,"BOGOTÁ D.C.","BOGOTA","A","NO OFICIAL","MAÑANA",27,49.37,51.41,52.19,50.41,51.26,51.41,53.44
155036,"LIC TALLER SAN MIGUEL",66001,"PEREIRA","RISARALDA","B","NO OFICIAL","COMPLETA U ORDINARIA",35,63.23,71.51,66.94,68.77,78.71,72.74,64.26
182,"COLEGIO CRISTOBAL COLON THE COLUMBUS SCHOOL",5266,"ENVIGADO","ANTIOQUIA","B","NO OFICIAL","COMPLETA U ORDINARIA",109,66.28,75.83,68.27,69.13,89.48,77.21,66.52
36723,"COL ROCHESTER",25175,"CHIA","CUNDINAMARCA","B","NO OFICIAL","COMPLETA U ORDINARIA",62,65.5,71.81,68.97,71.27,85.06,73.6,65.32
58735,"COL ALEJANDRIA",76001,"CALI","VALLE","B","NO OFICIAL","MAÑANA",7,56,55.43,51.29,53.29,69.57,56.57,49.71
111039,"COLEGIO UNAD",68432,"MALAGA","SANTANDER","A","OFICIAL","SABATINA - DOMINICAL",2,49,44,54.5,41,42.5,47,57.5
148981,"COLEGIO OFICIAL LA IBERIA",17614,"RIOSUCIO","CALDAS","A","OFICIAL","SABATINA - DOMINICAL",4,44,38.25,43.5,31.5,43,40.75,47.5
111732,"COLEGIO CORPORACIÓN SANTO DOMINGO",15176,"CHIQUINQUIRA","BOYACA","A","NO OFICIAL","SABATINA - DOMINICAL",16,46.25,45.81,47.13,47.75,45.38,46.44,46.25
18325,"LICEO CARTAGO",76147,"CARTAGO","VALLE","B","NO OFICIAL","MAÑANA",26,55.46,53.62,58.62,58.38,62,55.92,59.69
95638,"INSTITUO MAYOR DEL META - SEDE PRINCIPAL",50001,"VILLAVICENCIO","META","A","NO OFICIAL","SABATINA - DOMINICAL",22,47.09,45,44.5,40.18,43.86,44.41,44.59
84368,"INST SER INTERNACIONAL, COMUNA 17",76001,"CALI","VALLE","B","NO OFICIAL","MAÑANA",44,47.59,47.39,47.86,45.36,47.48,48.48,48.23
97469,"POLITECNICO DEL MAGDALENA",47245,"EL BANCO","MAGDALENA","A","NO OFICIAL","SABATINA - DOMINICAL",18,40.5,40.89,40.11,35.67,42.11,40,40.56
83980,"CORPORACION EDUCATIVA SAN AGUSTIN CESA - SEDE PRINCIPAL",11001,"BOGOTÁ D.C.","BOGOTA","A","NO OFICIAL","NOCHE",6,48.17,50.33,53.5,49.17,49,50.5,54.5
91967,"INST DE SERVICOS ACADEMICOS- IDESA",41001,"NEIVA","HUILA","A","NO OFICIAL","TARDE",16,46.69,43.13,44.75,40.31,46.81,43.56,45.06
20081,"COL SAN JOSE DEL AVILA",76520,"PALMIRA","VALLE","B","NO OFICIAL","COMPLETA U ORDINARIA",19,61.53,55.89,61.47,60.37,65.53,57.32,59.95
16766,"COL CATOLICO",76001,"CALI","VALLE","B","NO OFICIAL","COMPLETA U ORDINARIA",56,56.68,53.55,57.89,58.3,57.66,54.79,57.38
111062,"INSTITUTO DE EDUCAIÓN TÉCNICA NUEVO MILENIO - SEDE PRINCIPAL",25126,"CAJICA","CUNDINAMARCA","A","NO OFICIAL","SABATINA - DOMINICAL",11,48.82,46.45,45.36,52.82,48.27,47,46
58628,"COLEGIO INTERNACIONAL LOS CAÑAVERALES",76892,"YUMBO","VALLE","B","NO OFICIAL","COMPLETA U ORDINARIA",18,67.67,69,71.28,71.11,85.5,70.22,67.22
21089,"COL DIST VENECIA",11001,"BOGOTÁ D.C.","BOGOTA","A","OFICIAL","NOCHE",13,45.38,43.54,46.85,47.69,47,42.15,48.15
83352,"CENTRO SEMIESCOLARIZADO NUEVO COLEGO MARIA MONTESSORI",8758,"SOLEDAD","ATLANTICO","A","NO OFICIAL","NOCHE",28,45.46,43.46,42,38.75,44.25,44.46,42.39
80036,"CENT EDUC PARA JOVENES Y ADULTOS LEPANTO",11001,"BOGOTÁ D.C.","BOGOTA","A","NO OFICIAL","NOCHE",7,51.71,48.14,52.71,48.29,46,50.57,54.71
65086,"INST METROPOLITANO DE EDUCION COMPUTARIZADO- IME",66001,"PEREIRA","RISARALDA","A","NO OFICIAL","MAÑANA",29,41.55,41.34,38.69,39.31,45.69,43.14,40.59
53280,"COLEGIO MI PEQUEÑO MUNDO GIMNASIO LOS ANDES",52001,"PASTO","NARIÑO","B","NO OFICIAL","MAÑANA",12,47.5,57.17,55.33,59.17,51.08,57.75,55.5
100354,"COL CAMPESTRE AMERICANO - SEDE PRINCIPAL",19001,"POPAYAN","CAUCA","B","NO OFICIAL","COMPLETA U ORDINARIA",11,62.91,61.27,64.55,69,74.27,61,60.45
65946,"INST LA CAMPIÑA",76001,"CALI","VALLE","B","NO OFICIAL","TARDE",20,50.1,49.6,49.8,45.9,46.3,51.45,50.3
93740,"COL. LOS ALCAZARES",19001,"POPAYAN","CAUCA",NA,"NO OFICIAL","MAÑANA",51,46.94,45.96,47.78,46.14,48.33,46.45,47.88
38539,"COL.BTO.CIAL NOCT.CUSTODIO GARCIA ROVIRA",94001,"INIRIDA","GUAINIA","A","OFICIAL","NOCHE",13,39.85,42.85,44.31,41.92,44.77,44.69,45.23
154674,"COLEGIO SYSPRO - SEDE PRINCIPAL",50001,"VILLAVICENCIO","META","A","NO OFICIAL","TARDE",28,49.86,50.93,51.07,46.61,47.21,52.11,52.68
50559,"ASPAEN COLEGIO JUANAMBÚ - SEDE PRINCIPAL",76001,"CALI","VALLE","B","NO OFICIAL","COMPLETA U ORDINARIA",16,65.94,69.13,69.38,68.81,76.81,73.06,67.13
155572,"CENTRO DE ESTUDIOS SAN BASILIO - SEDE PRINCIPAL",11001,"BOGOTÁ D.C.","BOGOTA","A","NO OFICIAL","MAÑANA",4,50.75,47.25,50,44,43.25,50.75,54.75
149856,"LIC BELLA SUIZA",76001,"CALI","VALLE","B","NO OFICIAL","COMPLETA U ORDINARIA",7,60.57,59.29,59.14,59,55.71,61.43,58.57
140491,"INST. EDU. NO FORMAL ANDRES BELLO COLOMBO AMERICANO",76001,"CALI","VALLE","B","NO OFICIAL","SABATINA - DOMINICAL",4,43.5,47.75,38.75,40,43.25,43.75,40.25
59626,"COL CASA ACAD CULTURAL",11001,"BOGOTÁ D.C.","BOGOTA","A","NO OFICIAL","NOCHE",6,52.5,53.67,56,56.17,63.67,52.67,56.33
163923,"COLOMBIA SIN BANDERAS - SEDE PRINCIPAL",95001,"SAN JOSE DEL GUAVIARE","GUAVIARE","A","NO OFICIAL","SABATINA - DOMINICAL",2,42.5,52,37.5,42.5,44.5,56.5,38
143529,"LIC HERNAN VILLA BAENA",5088,"BELLO","ANTIOQUIA","A","OFICIAL","SABATINA - DOMINICAL",11,44.27,41.09,45.91,41.82,44.64,43.36,48.82
169318,"INSTITUTO MARIO LUIS RODRIGUEZ COBOS - SEDE PRINCIPAL",25899,"ZIPAQUIRA","CUNDINAMARCA","A","NO OFICIAL","SABATINA - DOMINICAL",19,46.53,49.47,48.16,47.63,47.63,51.16,49.37
74716,"LICEO QUIAL - SEDE PRINCIPAL",76001,"CALI","VALLE","B","NO OFICIAL","COMPLETA U ORDINARIA",28,56.32,55.07,58.07,59.21,58.54,54.39,58.61
190009,"CENTRO EDUCATIVO BOLIVARIANO - SEDE PRINCIPAL",52001,"PASTO","NARIÑO","A","NO OFICIAL","MAÑANA",28,46.21,44.18,47.46,46.36,44.86,45.36,47.71
183244,"INSTITUTO TOMAS MORO - SEDE PRINCIPAL",11001,"BOGOTÁ D.C.","BOGOTA","A","NO OFICIAL","SABATINA - DOMINICAL",9,47.56,44.56,45.78,39.78,42.11,47.56,44.44
105486,"CENT EDUC DIST PLAN PADRINOS SAN LUIS",11001,"BOGOTÁ D.C.","BOGOTA","A","OFICIAL","NOCHE",10,46.7,42.2,42.4,42.5,48.5,41.6,45
58743,"COLEGIO IDEAS",76001,"CALI","VALLE","B","NO OFICIAL","COMPLETA U ORDINARIA",11,57.64,51.64,58.91,59.18,66.91,53.45,60
191387,"SEDE PRINCIPAL GIMNASIO DEL PACIFICO CENTRAL",76834,"TULUA","VALLE","B","OFICIAL","TARDE",1,46,45,50,48,38,44,53
155911,"39/01 INSTITUCION EDUCATIVA BOYACA",76001,"CALI","VALLE","A","OFICIAL","NOCHE",13,43.46,43.77,41.23,40.62,44.23,45,41.46
83931,"COL BRITANICO SEDE TUNJUELITO",11001,"BOGOTÁ D.C.","BOGOTA","A","NO OFICIAL","SABATINA - DOMINICAL",295,48.33,48.2,48.64,47.25,47.05,48.6,49.03
113514,"INST EDUC RAFAEL URIBE URIBE",5001,"MEDELLIN","ANTIOQUIA","A","OFICIAL","NOCHE",8,46.25,48.5,51.63,45.25,44.38,50.13,52.63
90597,"COL. OCTAVIANA DEL C. VIVES C",13001,"CARTAGENA","BOLIVAR","A","NO OFICIAL","TARDE",28,44.64,44.5,42.57,39.18,46.39,44.04,43.07
123646,"INSTITUTO SER INTERNACIONAL",76147,"CARTAGO","VALLE",NA,"NO OFICIAL","TARDE",14,44.64,39.43,38,37.57,44.57,40.86,39.07
143099,"COL GRAN BRETAÑA",11001,"BOGOTÁ D.C.","BOGOTA","B","NO OFICIAL","COMPLETA U ORDINARIA",22,56.82,65,57.73,62.45,87.95,64.77,56.64
170118,"I.E. PIO XII - SEDE PRINCIAPL",86001,"MOCOA","PUTUMAYO","A","OFICIAL","SABATINA - DOMINICAL",5,42.8,41.8,46.8,45.2,43.2,43.4,46.6
190280,"CENTRO EDUCATIVO BOLIVARIANO - SEDE PRINCIPAL",52001,"PASTO","NARIÑO","A","NO OFICIAL","SABATINA - DOMINICAL",5,46.6,45.8,49.2,47.8,45,46,48.6
